ID_Kasus,Kategori_Hewan,Jenis_Spesies_Ras,Kategori_Umur,Nama_Penyakit,Gejala_Klinis,Penyebab_Utama,Tingkat_Keparahan,Tindakan_Pertama,Cara_Penanganan,Pemberian_Obat,Dosis_Metode,Kontraindikasi
VET-113137,Kelinci,Anggora,Tua / Senior,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-113138,Unggas,Bebek Pekin,Muda / Sub-Dewasa,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113139,Kelinci,Holland Lop,Anak / Juvenile,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-113140,Reptil,Bearded Dragon,Dewasa / Adult,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113141,Kelinci,Flemish Giant,Anak / Juvenile,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-113142,Kelinci,Rex,Dewasa / Adult,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-113143,Kelinci,Flemish Giant,Tua / Senior,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-113144,Kucing,Persia,Dewasa / Adult,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113145,Kelinci,Holland Lop,Tua / Senior,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-113146,Reptil,Ular Piton,Dewasa / Adult,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113147,Unggas,Burung Merpati,Tua / Senior,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113148,Anjing,Bulldog,Anak / Juvenile,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113149,Ikan,Ikan Discus,Dewasa / Adult,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113150,Ikan,Ikan Cupang,Tua / Senior,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113151,Anjing,German Shepherd,Tua / Senior,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113152,Kucing,Maine Coon,Muda / Sub-Dewasa,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113153,Anjing,Chihuahua,Muda / Sub-Dewasa,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113154,Ikan,Ikan Cupang,Tua / Senior,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113155,Kelinci,Holland Lop,Anak / Juvenile,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-113156,Kelinci,Anggora,Anak / Juvenile,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-113157,Anjing,Bulldog,Anak / Juvenile,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113158,Anjing,Beagle,Anak / Juvenile,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113159,Kelinci,New Zealand White,Anak / Juvenile,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-113160,Anjing,German Shepherd,Dewasa / Adult,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113161,Ikan,Ikan Cupang,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113162,Ikan,Ikan Guppy,Tua / Senior,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113163,Anjing,Rotweiler,Tua / Senior,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113164,Unggas,Ayam Kampung,Muda / Sub-Dewasa,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113165,Anjing,Poodle,Muda / Sub-Dewasa,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113166,Anjing,Rotweiler,Tua / Senior,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113167,Unggas,Burung Merpati,Anak / Juvenile,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113168,Reptil,Bearded Dragon,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113169,Ikan,Ikan Koi,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113170,Ikan,Ikan Discus,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113171,Kucing,Maine Coon,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113172,Anjing,Chihuahua,Dewasa / Adult,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113173,Ikan,Ikan Discus,Dewasa / Adult,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113174,Unggas,Burung Kanari,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113175,Ikan,Ikan Arwana,Anak / Juvenile,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113176,Kelinci,Anggora,Anak / Juvenile,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-113177,Anjing,German Shepherd,Anak / Juvenile,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113178,Kucing,Anggora,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113179,Anjing,Golden Retriever,Muda / Sub-Dewasa,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113180,Ikan,Ikan Arwana,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113181,Kucing,Maine Coon,Anak / Juvenile,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113182,Kelinci,Flemish Giant,Tua / Senior,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-113183,Reptil,Bearded Dragon,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113184,Ikan,Ikan Mas Koki,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113185,Anjing,Beagle,Muda / Sub-Dewasa,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113186,Unggas,Burung Beo,Tua / Senior,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113187,Anjing,Husky,Dewasa / Adult,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-113188,Kucing,Siam,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113189,Unggas,Ayam Kampung,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113190,Anjing,Rotweiler,Anak / Juvenile,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-113191,Reptil,Gecko,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113192,Reptil,Ular Piton,Anak / Juvenile,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-113193,Unggas,Burung Kanari,Tua / Senior,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-113194,Ikan,Ikan Arwana,Tua / Senior,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-113195,Kucing,Persia,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-113196,Kucing,Siam,Dewasa / Adult,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
